area,length,metal_thi,metal_cat,mach_cat,meth_cat,quality
4.41897389671087,3.7140147147541023,1.015310828449806,2,1,1,5
7.956701481059377,2.276272756488737,1.3665310434911833,3,2,2,5
4.430573995476188,3.875151220547444,1.7770563728423245,2,3,2,5
5.676273969319522,4.544866010174023,1.4719567144017636,2,3,2,4
5.252923032428447,9.515248968923682,0.25500068481028504,1,3,1,1
7.683763156563582,7.394417152720558,0.7181851367514751,2,1,3,1
5.626695986959534,6.683662627057715,0.7166114727018407,3,1,1,1
7.504003997608721,4.325689883916885,0.0524073603943076,1,3,3,3
6.6642968758733065,5.096204458041734,1.9333522828487066,2,1,1,3
7.738824373596671,1.1662401529505382,0.007466763353609851,1,3,2,3
3.5992569331097624,3.5931048536676253,1.4153863144885892,2,1,2,1
1.3430907520501605,2.993039222412648,0.9286161960238777,2,2,2,3
1.38493597954362,3.610112933203442,0.6953517983161865,1,1,2,1
7.6230597509040345,9.508720355350317,0.37372432003343303,2,1,1,2
6.683207483172721,9.490462375389988,1.398875468195499,2,2,1,3
5.725023959780299,1.0529525580708563,1.2003915301414168,1,3,3,5
8.861410555244786,2.9593172359309614,1.314996821913531,1,2,3,2
8.896191537833325,3.1499145696669686,0.44622608530646235,1,2,1,1
3.3207210840112795,7.19694503646754,1.1862592537758556,2,2,3,5
3.759975897199008,8.276319647833185,0.3721641925425443,3,3,2,4
7.630449761211761,6.451588383853228,1.0887899837586634,1,2,1,5
5.008722526282615,1.2016803431979124,0.29060363110360643,3,1,1,5
3.244673673644123,9.821627907617469,0.37724299224738567,3,2,2,1
4.775657482688395,9.558127617568436,0.2744388497296919,2,3,2,3
8.018084839443569,4.917051488011166,1.6138277572315767,2,3,3,3
6.336763954018413,8.106622597307627,0.2960068575917345,1,2,3,3
6.372841899890702,7.166652962363715,0.6222386513082607,2,2,3,2
6.19999252789598,1.9619586588482085,1.4237948980325554,1,2,3,1
9.283593196319169,4.252175410879638,0.6051376069872365,2,1,1,1
3.803167215421416,3.0565154998978925,1.2266605131150379,2,2,2,4
2.6812650170470507,6.951595063298516,1.0426300536512767,2,3,2,1
3.4659392015726356,4.366962811054133,1.2421459115657278,1,1,1,2
7.168207155207729,6.217852315199927,0.657918381469037,2,1,3,2
7.408391880411626,6.651062859335802,0.7934584870508921,1,1,3,3
9.711930616695138,2.451700722866806,1.4818843057206872,3,3,2,2
9.354812390239175,8.349622971826076,1.1713932631204118,3,2,3,4
8.279348509894865,6.147343902180414,1.3090247798327659,2,3,1,4
3.9119887734203114,1.4903959251079415,1.1095507673693945,1,2,2,4
1.7250769277042872,5.893883739443179,1.4487511431936142,2,2,3,3
9.064844848131802,6.914039589419751,1.006580423031035,1,3,1,1
5.615085648561088,8.434237630504114,1.031476837940224,3,2,3,1
4.387696811744367,2.2340323108658806,1.6627716271221504,2,1,2,1
4.756297246892877,1.661484408467392,1.62298430331669,2,1,2,5
9.115490778794953,4.71038559568473,0.031257671711591106,1,3,3,1
5.531625964187755,1.5609051094886026,0.4085658644407897,1,1,3,5
7.800175585605723,5.465032985044139,1.768965816169178,2,2,1,1
4.546448668394022,5.1656095421628105,1.7527242255586986,2,2,1,4
8.338723567665074,6.198609069771458,1.0202528620297238,1,2,2,4
8.39931623884944,1.6549939254649995,1.9798859759218557,2,3,2,5
1.1633843720657826,4.835310291306948,0.9538605750842506,2,3,1,3
8.428662498318275,5.502970719870036,0.30249392147922527,1,1,3,3
1.2102044766714817,1.5935047841225543,0.3759589012007738,3,3,1,2
9.837068093424431,9.785858544518558,0.02063814661307739,3,2,1,3
6.947786320172485,6.964987958882988,0.10081939501690873,3,2,1,5
2.0394822584044268,3.349628929055787,0.0625796817473252,2,3,2,1
5.686110743739849,3.131598984181508,1.52707600193938,3,2,3,5
1.8528312578260757,7.503203620823983,0.2321733706304132,3,2,3,1
7.670023603373717,2.5724123268146615,1.2708067835849226,3,3,1,3
9.913127499227896,6.123968034987999,0.29519048733792963,1,1,1,5
1.3473038419419785,7.314894545442646,0.7405214008504135,1,1,3,4
8.067860835207812,9.661767157769784,1.8485157573754665,3,1,1,5
2.271770328304685,1.90749750515686,1.0675008425956642,1,2,2,4
3.462359520922493,4.448781911104517,0.891665121309863,2,2,1,5
7.403079083970908,8.71220844369176,0.9053196384274902,3,1,3,3
5.057576751747878,3.1951362057885833,1.297207272689323,3,2,2,2
2.791485741161452,1.977812649601659,0.4705097219585259,2,1,2,2
8.958669467081116,7.9999909062806625,0.46366485226282395,2,1,3,3
3.6423076471647655,3.9626779307212874,0.63303358030841,2,2,3,3
7.383238042259037,2.5786681095214385,0.15507186787778138,3,3,3,3
3.7606383401136365,1.5344553444277704,1.599434490548474,2,3,3,1
8.588634017403583,8.689495174064174,0.7386945072831341,2,3,2,2
7.963076320233743,8.822141946011705,0.00348066140297143,2,1,2,5
6.028609284607399,7.798162524339204,1.684437009886326,1,3,2,3
9.566562531003994,3.3697115092104166,1.6459467133285692,1,3,1,4
7.208183338880068,9.048859796854805,0.43018400352865105,1,3,1,3
1.580269078812822,9.818140670073197,1.4589309990291037,1,1,1,5
6.747311661867494,1.6854897194391978,0.7519340685740965,3,2,2,1
7.937388859351055,9.420077748638702,1.1035192982541426,2,1,1,2
3.273352840020619,6.108594657787189,0.8501161809863487,1,1,2,5
4.557098806967341,4.010159779477707,0.8051334684701081,3,2,1,5
1.3602069240941477,8.359317673818824,1.8421494305021235,1,1,3,2
8.840444855536507,6.836858112667169,0.7605352844066144,2,1,2,1
7.347315227053897,4.754978305198792,1.4073933351560548,3,1,3,3
2.864336380475997,7.978619711466765,1.9874737055609328,3,3,1,1
4.76092157268514,1.4370738629715194,1.7587318849768527,3,2,3,5
4.246436022037599,9.207343538536291,0.5234413206104045,1,1,1,3
1.0962693372744128,7.883933807183594,0.11617283982189064,2,2,3,1
9.245225010368502,6.350930527799555,1.3295772298612272,2,2,3,1
9.188865774781297,4.455835002873652,0.27661653425358645,3,2,3,1
7.945859936597292,5.184097745754244,0.9812111592004797,3,3,2,2
8.441246761347205,8.91754867706334,0.5426483967496183,1,1,3,4
6.200570538533138,2.2552727954696676,0.6888770525204093,3,3,3,1
3.337008871612176,5.827294329366693,1.3833676883562858,2,2,2,4
9.728823101416673,9.801070403991101,1.8492918344642406,1,2,1,3
4.482435090444391,3.3729696350086162,1.6406451348779605,1,3,2,2
9.017720529810491,6.403337473061814,1.2649826565509894,3,3,3,1
3.5527390108672843,1.6746846548423102,0.7735287587824036,3,3,2,1
5.563046684056336,6.3477214012394025,1.3392269865899369,3,3,3,4
1.4337620323012572,9.324204351538626,1.8816560756922354,1,2,1,4
8.305020394831029,2.899219642587252,0.7495226556988026,1,2,3,2
8.739407079090071,4.744679932755785,1.7202998125776905,3,1,2,2
5.464409352226974,1.7913033369806728,1.6413768973079572,2,1,1,5
7.297219495008592,7.364004142467077,0.6989177246704221,1,1,3,1
7.366475267125156,3.684319727877494,0.2007370194545608,2,2,1,4
9.845922524462456,1.9138948466533137,0.15301161926872542,3,3,3,5
1.9852226162280266,9.46572741991415,1.7214671417552385,1,2,3,1
3.1379500823929747,7.698316612793224,1.6070539806775206,1,3,3,2
7.084125264471485,7.724531169629921,1.0533690592745166,3,1,1,2
4.751397847507279,5.341364591642346,0.3325785925651652,1,2,3,3
2.6271705353292045,3.9901899891519736,1.5901477037796696,1,3,2,1
1.5471931236332988,2.7893662059761706,1.9442394554278184,1,1,2,1
7.98371427754046,8.602484232438556,1.27273432221874,3,3,1,5
9.95095964808287,1.0093394925004997,1.9529203531047412,2,2,1,3
2.0132890819714095,4.696149363820536,1.5124853414398698,3,1,3,1
3.8806909867084043,3.719999928263362,0.9377597268422473,2,1,3,3
7.047382319745916,8.077471124378695,0.7092231743976176,1,1,1,3
9.080066496782218,1.646656603948251,0.17800428179376193,3,2,1,2
1.694975315335947,6.8552605939403035,0.22954976916194325,2,3,3,5
7.869025573299859,8.56169825743865,1.9340167242049282,3,1,1,5
9.494086196393267,2.5376246686245323,0.35575733286593825,3,1,3,2
1.9533782913973603,8.816993191937335,1.3428236294237812,2,3,1,5
9.271085028597783,2.15947333141355,1.2403751075886484,1,1,2,2
8.319651314514669,6.038164157373236,0.49648140684333697,2,2,1,4
3.0057365592439944,3.9764838114441714,0.30575147938332936,1,2,2,5
9.344039678292145,6.24288904270858,1.5638594393626941,2,1,1,2
9.20555160599703,5.598809212735399,0.9120680684999061,1,2,1,2
9.512068913723981,3.220131242702482,1.4602900585951075,1,2,3,3
4.624084063797147,2.2836726070787723,1.803841495062675,2,1,2,3
3.6043024705337627,7.221046580793335,0.2552758634854497,2,1,3,4
7.741374237897763,2.9539336341821523,1.3707417787838188,1,3,1,3
6.003484109620502,3.154931574654354,1.0463538388129965,2,1,1,3
2.360371050726896,7.096554558191666,1.098002089511103,1,1,2,2
9.420641374495462,3.4687169914270983,1.6412742175955317,3,1,3,5
3.833816460187615,1.4915812732372347,1.6465553242129367,1,3,2,5
6.2103863181903485,8.351836784622895,1.3054715311540301,2,2,2,5
6.730485308414716,9.53352188632411,1.4843720203756168,2,3,3,2
8.74530009057616,8.400370961882324,0.807579368009969,2,1,2,2
3.975245241610336,7.374917402797491,0.32379114068740833,1,2,2,2
5.562985412671076,4.757917175577301,0.39389746006081894,2,2,1,4
5.562491582275355,6.221335048808399,0.7388940417640832,3,3,2,1
5.5570678801532285,1.3086243210605188,0.6374556194769276,2,2,2,4
2.052680130456815,5.7191495752907535,1.453903270889955,1,3,2,3
4.766474056256081,7.842342287230139,0.4377984382208475,1,1,3,5
8.909307317137625,3.837925033858,0.8536353056681265,1,2,3,5
1.8638210395031731,2.443355406406074,1.4807131737583448,1,1,2,1
8.961821310898873,6.426505324258195,0.1487992689107589,3,1,3,2
9.348217609396029,9.78194393495423,1.436674300737617,2,1,3,2
5.799760723812573,6.005689218354149,0.2145790689140119,3,1,3,1
7.795821875030836,1.7218970551604809,1.5891987976211428,3,1,1,4
8.648319900928076,4.158078697717367,0.5054090857084863,1,1,2,4
8.059930755545787,9.121233156909527,0.31044279648255646,3,2,2,5
1.5150153376860598,9.802102356053622,0.9147486747218014,1,1,1,4
1.1513176043064186,8.785289237325204,0.9282280569480728,1,3,2,1
3.5711360385393442,8.981305958844576,0.19093288291427446,3,2,2,4
2.0824644228282105,6.61782170979127,1.331574591711481,1,1,3,3
2.622623052606933,5.592075336834112,1.1997097065303812,3,1,1,3
2.8093017906326416,4.510954254891392,1.3504641450650214,3,2,2,4
9.021910449524793,1.4179216358728004,1.3019575921776145,3,1,3,5
6.5076391647452185,1.0388149327372642,0.04771649413623691,2,1,3,1
6.376516314103228,4.220136293003914,1.5094490888255323,3,3,2,3
9.370292759467333,8.42075388044833,1.97757886345223,2,3,2,4
3.8843074172233685,6.316642728486032,0.6398246539467822,2,3,2,4
3.326149535748545,3.6168815429725933,1.119543351622237,3,2,1,4
7.909904149912849,7.352195740384243,1.678956852204422,3,1,1,1
4.555519569186653,6.639839904966536,0.5809832317163408,2,1,2,1
5.100859351251439,2.19618445532854,1.0596705243578688,3,3,1,1
9.95724494572336,3.8171582484902244,1.0584264898558204,3,1,3,1
5.151566265091226,2.5940891758336955,0.07188989010346969,2,2,3,3
1.4438121343930002,3.4818419300118584,1.856988715121119,2,1,1,3
8.680209320313208,9.878070857728373,0.3849327273193406,2,1,2,2
1.4691556212712356,1.3691244812087402,1.7260216931546088,1,3,3,2
4.7670342185316015,1.4797875942393581,1.5948078097724832,3,1,3,3
1.3318295910106324,3.0417889856206224,0.46216403915906756,3,3,1,5
1.0420316028069447,4.563795508470641,1.6992993566618753,3,1,3,4
7.400736270812599,2.8530789346038152,1.66767850447975,1,1,3,1
5.727268950227096,3.460630029856603,1.526051367887791,2,2,1,4
6.990136251613435,6.183369462685267,0.9507035122036973,1,3,2,2
3.140909571981689,6.811363841100567,1.0595664536180138,2,1,2,1
8.977272390310068,7.09089364574548,0.48458453084304076,1,1,2,1
2.5741399087535024,1.4399112143602486,0.03904320118182203,1,3,1,4
1.6787290129820167,7.118815602535275,1.0635388885546926,3,2,1,4
8.051219602271003,8.83704742419875,1.6841332068516448,2,1,2,5
1.6143899985159353,3.0911654641837103,1.3694371963258667,2,2,2,4
8.397584052512011,5.41021003210871,1.6363732022105357,3,3,3,3
1.69411679415321,3.2228722120286832,1.37379590054555,1,3,3,5
9.1200793333816,2.736151226249121,1.6582405352459095,2,1,1,5
8.152390265408805,7.8144028376529135,1.7266551301716646,2,2,3,1
4.729099071441656,8.926794943911325,0.9007424219771114,1,2,2,1
6.080537064419698,9.350558037504646,0.31226539462661584,3,2,2,4
3.786568837760546,3.542349341966596,0.9777080241049037,3,3,2,4
4.162523432333377,3.374539621537871,0.31200865373209496,3,2,1,4
5.616737278372801,3.150124003319652,0.9030388904550826,3,1,2,2
9.58430837722965,3.7531415682425115,1.5180219167675262,2,2,1,1
7.43711941428354,9.52616986279872,0.33035036813712115,2,3,1,3
9.615830524108945,1.5974672045320513,0.3520581940137313,2,3,1,3
8.370288960288622,3.982182496491765,1.2896021328863068,3,1,3,3
9.107290111652748,9.581689792162596,0.16853786629717393,1,3,2,2
2.7050962490904165,9.498385982788845,0.3908108237852834,1,3,3,1
3.722027441364985,5.797711386949966,0.2299788020200566,1,1,3,2
1.1637692166903726,6.407322248471364,1.0377788370962073,3,3,2,3
5.1088992367623725,2.1610594568224677,1.7305379357695994,1,2,1,1
4.612481679330283,8.73160098679536,1.9479691953095828,2,1,3,2
5.541655637419566,3.6661853230523267,1.277916083975348,1,1,1,3
5.515411280072639,9.673841393914264,1.935839530965259,2,1,3,3
8.363392220618387,1.2215102752274363,0.5027788767961232,1,3,1,1
3.906919896494081,8.366729494132981,1.5533189264474538,3,2,1,5
5.5177301767101765,4.451201011510857,0.14137304220477764,3,3,3,4
7.856165434330862,9.023634361133457,0.8859396805781043,1,1,2,4
2.640868726964922,6.319217958119994,1.1851049811012981,1,3,3,4
3.376367690323981,9.330120491735634,0.7868381961857522,3,1,1,2
5.035016423715202,7.20623905675866,0.641879436766907,2,2,2,4
2.468629840036919,2.463196839406707,1.026165903127002,1,1,3,1
5.890304585745848,3.907374375679918,0.27337148930299815,2,1,2,2
2.7509426477604357,8.109102847179962,0.11612325284802649,1,3,1,1
4.532234861504296,9.681951592737063,1.6663107814300069,1,1,1,5
6.4331081625624424,5.535631999748348,0.7843428081271824,2,2,2,1
4.6638483173074,5.418957411122264,1.1935730717588409,2,3,2,3
8.291927712786507,4.813001366798112,0.18185590391214324,3,1,2,2
4.766187956024037,1.9400874356735904,1.761291563191752,2,2,2,4
5.055735013631198,4.882695648127307,1.4148129088247101,3,3,2,2
4.885883917984568,2.573076050109488,1.355419726786457,1,2,1,2
4.061848305350729,2.905964682833994,1.692761563309891,1,1,1,4
1.9883675877974805,9.550925501302851,1.4790189259497954,1,1,3,4
5.457551530718187,7.5238955717838225,0.09886569951072532,1,3,2,2
5.510461864033113,2.53028981786178,0.024459619133269106,2,1,2,2
6.013531334873854,5.462958331527817,1.6964280621865728,3,3,3,3
9.554672303888992,6.2866557170300705,1.5607623481150779,1,2,2,5
9.59767078959686,7.892194559135368,0.993378911203102,1,1,3,5
1.0989011291515016,4.338204631267301,0.6359838552201147,3,2,2,2
2.66776640070581,5.5615683541182,0.5737843354740897,3,3,1,3
4.462482414990773,4.029970547103258,1.8056486644962981,1,3,3,3
9.516671969165362,2.655810878625415,1.0562387830902902,2,3,1,5
7.211803974054909,6.698856570880858,0.6222066473664281,3,2,3,1
5.664846682208754,8.120238691744465,0.15250104769739203,3,2,1,1
4.185207126018379,1.5119554436000393,1.1109639411479297,3,1,3,2
2.314575556347254,2.916007151314103,0.9119039483560689,3,3,1,2
5.830810914835798,9.215640307175004,1.7510768606555713,1,1,3,3
9.337685079957295,4.286525102268401,1.4655212525757104,2,1,1,3
7.25250779842006,6.402545577879797,0.8600328841397746,2,1,2,2
4.878961453329967,7.195357224111999,1.9167609765957772,3,3,3,4
3.6504314656849317,6.145947845903008,0.1959653815677398,2,3,3,1
5.802124179288821,8.23206790346736,1.7720559795996622,2,3,1,1
3.233916369429444,1.2611755039233734,0.8606450654231734,2,1,1,2
2.528388358092211,1.6494786800080306,0.5310219010206176,2,2,1,2
2.7980358611679446,9.036589768445564,0.7346161952038912,2,1,1,2
3.8743464918780055,9.488179780945575,0.43366915394525685,3,1,1,4
4.7043396757363265,8.946321517283392,1.6846749323258243,3,3,3,2
6.539460170048117,5.1794711718944395,1.8214661626378121,1,1,2,2
6.049148397676859,1.6799211917520969,1.9807285084915633,1,1,1,1
1.9458146705945463,7.305557475552763,0.6883460333322879,3,3,2,2
7.724916466886004,3.3097851291935516,1.540787747025904,1,3,2,3
2.0171598048704125,8.269633794796423,0.07333725138217773,1,1,1,2
5.7021554363707825,5.413509424151383,0.07974822872297449,2,3,2,2
2.063133858381055,8.146375640441434,1.0854716122538002,1,2,3,2
8.566261945299894,7.496460292766788,0.8122595209173291,2,2,3,3
5.938984561281666,6.73139233188718,0.5909614582289011,2,1,1,4
7.800293154843967,5.21014033277052,1.1979421094999672,3,2,1,5
9.650948669187994,1.0548510714564743,1.848115961087006,1,2,3,2
1.0684812893814777,7.1249224152224935,1.4777884262558858,3,1,3,4
3.585869198234625,2.635515023650038,0.637351940552447,2,1,3,4
8.108187928049968,8.397309002168251,0.8121772988719191,1,1,1,2
6.738713433078873,6.2260659992258836,0.4097068104568766,3,3,2,1
8.953040802887859,6.277069244079243,1.12593017431959,1,2,1,5
5.158440933134584,2.0583868763973947,1.4972219519571934,2,3,3,3
5.304759978104114,5.746543050297063,0.915797687271322,2,3,3,3
4.998379281781094,2.9726159877022313,1.559328630066571,3,3,1,1
3.1651047488092723,1.3885826494948503,0.11767956828820636,1,1,3,4
7.525997453872502,3.4483965391420988,0.6852612286475965,2,2,1,5
6.269910917056997,1.6283854282310206,1.4967108434205902,3,2,2,1
7.833641654020659,7.185762864321233,0.08009098203134424,1,2,3,4
8.341976408989531,9.414773961806699,0.41103611591689493,2,2,3,5
6.106457672453214,3.200362166728552,1.7051300562331229,2,1,2,2
1.167374826956442,2.6138657975017847,1.0251314712294983,3,2,3,2
7.9208750794667475,6.360477266894508,1.967117042370632,3,3,2,4
4.897517326836843,2.751020834615,0.12204037772337495,3,2,1,1
5.052053510414727,9.320517019983534,0.10223410290559509,3,1,3,4
8.125163356145343,7.824242660635475,1.5617780522585334,2,1,2,3
6.9888486734031225,1.3892929468666422,0.7210379941331073,1,2,2,3
1.0118106276214194,7.571197506087679,1.7480594716071147,1,3,3,1
4.005320505709194,8.629216513038994,0.033716525724331925,2,3,1,1
6.506833152261141,6.8778553584976265,1.3787222988525767,3,2,2,4
2.7524219078850196,3.618363598610476,0.12318838972882995,2,1,3,4
4.506483213101827,5.2306290605312,0.8433514225345164,3,3,2,2
8.87214897489892,8.073114091840491,0.2679930971161828,2,3,2,1
6.87588113390606,4.292331586579023,1.8503427078332697,2,1,2,3
6.1984116907459965,5.109286483441639,1.2662864052327487,3,2,2,5
1.05101973788598,2.110510754319515,0.989388618238169,3,3,3,1
6.207868539311015,8.580256871570363,0.5059008945755683,3,2,1,2
7.424417238658119,2.4575346378358467,1.3668857862336667,1,2,1,4
8.471230625218096,3.5053577420665603,1.056465862065099,1,2,2,5
7.8044311618513085,1.8294697664154107,1.075243238796106,1,1,1,2
2.9448342027522534,4.386065468570451,1.057679969971848,1,2,2,2
7.828253166388318,2.309990801347343,1.0845578101385769,1,1,1,2
5.284697651380873,1.7493151572318304,1.0439058206793168,1,2,2,4
3.648342757322546,9.64561970362161,0.17574595902596446,3,1,1,4
1.998598289590805,1.1277008783901827,1.9768974892356432,1,3,3,1
6.260316353522392,6.790837661536644,0.8894420788131217,1,2,3,2
3.512854516271246,7.607203656865409,1.7378936730337908,2,1,3,3
3.9101784777626643,5.438837490345882,0.7271586015535116,2,3,2,4
9.16709833913082,7.627203468184254,0.2443884019254674,3,2,1,1
7.533623805687178,5.762835206035771,1.6767498230756737,1,1,3,2
1.989229699503684,8.794652849920189,0.9247902046617607,3,1,3,5
8.340043652550907,1.4520987034511659,0.9110050300721131,3,2,2,2
8.859464074202272,8.314890712321791,0.4120877156935605,2,3,2,3
3.502613917410417,3.8210215845283013,0.8119183643894796,1,2,1,2
4.3629954897510235,4.609228887331696,1.2299141680272279,2,2,2,5
5.933243677571331,2.6248368237996047,1.1812937768539538,3,2,1,3
2.3393880755526784,3.151727826728755,0.7658001417450904,2,3,2,3
1.2012076936021594,8.491429049597961,0.2345348127955289,1,1,1,5
7.4480113308105595,4.1309632546849855,0.9835676292259772,2,1,1,2
8.20889131590241,2.881778150736096,0.7599500563065986,2,2,1,3
7.146935091770155,3.544932356619521,0.35133673128707144,3,3,2,3
6.462118008901603,1.6067387558429278,1.854056127544457,3,2,3,3
8.255444257166461,2.8150005203992357,0.845182005534171,3,2,2,3
9.624588803871973,2.425122619222007,1.8300291506606403,1,2,3,2
3.788698303349782,6.889786648823102,1.440201230062034,2,3,3,3
3.7079993498820336,6.70952119110518,0.033627040853069,3,3,2,3
5.486334443338887,9.090866228434106,0.5340019167729562,2,1,2,4
2.9573765446670848,6.7447288163936605,1.4095113981490797,1,1,2,1
2.18113724714222,7.266156506610049,0.2833901229489917,1,2,2,5
6.982971156303946,3.2613630606912887,1.608530723613353,1,3,3,5
5.087367248181993,7.2402674475966355,0.3320676212899083,3,3,2,3
2.8254183989954305,3.8971014104984416,0.5887993282391117,3,3,1,4
3.0906248100195737,6.745059552044704,1.4796500774427641,1,1,3,1
2.044185644207924,1.7470325785777372,1.1383141587111594,3,2,3,2
3.293286937413187,9.092458116866897,0.02907860662793116,1,3,1,3
1.4869980283162096,1.3882834553164858,1.708309521675691,1,3,1,1
6.975917423239094,4.789236235329255,0.16449707859884755,3,1,2,4
5.888174012017815,5.704710809469915,0.721360185706273,1,2,3,1
5.927653754717514,8.23864938499826,1.0352854226444879,2,1,1,3
3.0550985997281845,9.506063499252935,1.2589784123849157,3,1,1,4
6.588491431929793,4.613211205524594,1.9250632719705318,3,1,1,3
8.017055220470967,3.6185346343682205,1.3583466064568832,3,3,1,2
3.0696817743450175,6.8082156880285085,1.5761798649740364,2,1,2,2
6.331361313172528,5.110501621198225,1.8180634309407304,2,1,2,5
8.235070792315629,7.224286409937567,0.0859068175986859,1,1,3,3
4.263240297604646,4.9596954302545635,0.38145577826925403,2,2,2,1
2.1020772638018888,6.477223902129064,1.884903865019873,2,2,1,1
1.1911395884290539,8.371070372314335,0.994914370728383,2,1,2,4
4.198618998903276,7.753623718958602,1.034221744917708,2,3,1,3
4.6464357737500555,9.23426390583882,1.8643631957050364,2,1,2,3
9.341182855267428,3.56359774236409,0.7851318960669758,1,3,1,3
1.3364109106682605,5.589309289476734,0.27520031502776643,3,3,1,3
2.7783442484623615,5.4803450500548925,1.674833142065384,3,1,3,3
4.60742663346387,5.802378149792286,1.5662022886809321,3,3,3,4
3.0113758709568,3.5241859001037823,0.6381827891063474,3,2,3,3
